StudentID,StudentName,StudentPass,GradeLevel,CurrentSubjects,Curriculum,Notes
1f31ad2b-6ae9-4ad4-acd5-2b6ef05faef1,Avivah Tarn,pass,1,"Patriotism and citizenship, substance abuse,Traffic safety (including bike safety),Fire safety,Arithmetic,Reading,Spelling,Writing,English,Geography,U.S. history,Science,Health,Music,Visual arts,Physical education",CCSS,
435e9f8d-d41e-4fe2-a360-19f29dce66b0,Hilly Ayars,pass,1,"Patriotism and citizenship, substance abuse,Traffic safety (including bike safety),Fire safety,Arithmetic,Reading,Spelling,Writing,English,Geography,U.S. history,Science,Health,Music,Visual arts,Physical education",CCSS,
d4b4cc54-001e-4ab3-96cf-85cfd06f3560,Bobette Lewendon,pass,1,"Patriotism and citizenship, substance abuse,Traffic safety (including bike safety),Fire safety,Arithmetic,Reading,Spelling,Writing,English,Geography,U.S. history,Science,Health,Music,Visual arts,Physical education",CCSS,odioDonecVitae.txt
b7f4bb6e-46ba-4ac5-a407-57fba958a553,Candra Runchman,pass,1,"Patriotism and citizenship, substance abuse,Traffic safety (including bike safety),Fire safety,Arithmetic,Reading,Spelling,Writing,English,Geography,U.S. history,Science,Health,Music,Visual arts,Physical education",CCSS,curaeDuisFaucibus.txt
6986269d-0b67-4c0e-bfab-deb91617ef58,Meg Pert,pass,1,"Patriotism and citizenship, substance abuse,Traffic safety (including bike safety),Fire safety,Arithmetic,Reading,Spelling,Writing,English,Geography,U.S. history,Science,Health,Music,Visual arts,Physical education",CCSS,suspendisseAccumsanTortor.txt
bb2108a4-c7f6-4355-9cc0-71b51c9345af,Mirelle Calderhead,pass,1,"Patriotism and citizenship, substance abuse,Traffic safety (including bike safety),Fire safety,Arithmetic,Reading,Spelling,Writing,English,Geography,U.S. history,Science,Health,Music,Visual arts,Physical education",CCSS,lacusAtVelit.txt
de64db51-8551-4a17-8e3f-5e627b7e739f,Dode Befroy,pass,1,"Patriotism and citizenship, substance abuse,Traffic safety (including bike safety),Fire safety,Arithmetic,Reading,Spelling,Writing,English,Geography,U.S. history,Science,Health,Music,Visual arts,Physical education",CCSS,aliquamErat.txt
9c044ea1-8667-428e-8538-8c6e31fae081,Tamqrah Kapiloff,pass,1,"Patriotism and citizenship, substance abuse,Traffic safety (including bike safety),Fire safety,Arithmetic,Reading,Spelling,Writing,English,Geography,U.S. history,Science,Health,Music,Visual arts,Physical education",CCSS,quisTurpisEget.txt
34699d52-df3b-4687-9ac0-e1f2e358ac60,Edik Franschini,pass,1,"Patriotism and citizenship, substance abuse,Traffic safety (including bike safety),Fire safety,Arithmetic,Reading,Spelling,Writing,English,Geography,U.S. history,Science,Health,Music,Visual arts,Physical education",CCSS,elementum.txt
be2a48f9-c67e-4ab8-821a-4dab1b1c60de,Alvy Paddie,pass,1,"Patriotism and citizenship, substance abuse,Traffic safety (including bike safety),Fire safety,Arithmetic,Reading,Spelling,Writing,English,Geography,U.S. history,Science,Health,Music,Visual arts,Physical education",CCSS,
c65796f8-dc18-4abe-8528-1b204b7a0f07,Patrick Matthewes,pass,1,"Patriotism and citizenship, substance abuse,Traffic safety (including bike safety),Fire safety,Arithmetic,Reading,Spelling,Writing,English,Geography,U.S. history,Science,Health,Music,Visual arts,Physical education",CCSS,
8a1df005-21fc-4a57-9358-1692b1b0acdc,Laurette Blacklawe,pass,1,"Patriotism and citizenship, substance abuse,Traffic safety (including bike safety),Fire safety,Arithmetic,Reading,Spelling,Writing,English,Geography,U.S. history,Science,Health,Music,Visual arts,Physical education",CCSS,luctusEt.txt
c2168c9d-dfdc-4cd4-a522-0e7c5468edb0,Alica Kimbrey,pass,1,"Patriotism and citizenship, substance abuse,Traffic safety (including bike safety),Fire safety,Arithmetic,Reading,Spelling,Writing,English,Geography,U.S. history,Science,Health,Music,Visual arts,Physical education",CCSS,utUltricesVel.txt
c68b7f12-0123-4edf-8aee-cc543c5d6aa2,Isadore MacGrath,pass,1,"Patriotism and citizenship, substance abuse,Traffic safety (including bike safety),Fire safety,Arithmetic,Reading,Spelling,Writing,English,Geography,U.S. history,Science,Health,Music,Visual arts,Physical education",CCSS,nascetur.txt
88f96f0e-e28b-478b-adba-9f5c150c5448,Bethina Phibb,pass,1,"Patriotism and citizenship, substance abuse,Traffic safety (including bike safety),Fire safety,Arithmetic,Reading,Spelling,Writing,English,Geography,U.S. history,Science,Health,Music,Visual arts,Physical education",CCSS,
f6959e62-833b-42fb-8f4f-72a707bd4d88,Berke Cleverly,pass,1,"Patriotism and citizenship, substance abuse,Traffic safety (including bike safety),Fire safety,Arithmetic,Reading,Spelling,Writing,English,Geography,U.S. history,Science,Health,Music,Visual arts,Physical education",CCSS,inLeo.txt
da4896b3-0b8d-4c3d-b8a3-663307f0c575,Larry Vasilyonok,pass,1,"Patriotism and citizenship, substance abuse,Traffic safety (including bike safety),Fire safety,Arithmetic,Reading,Spelling,Writing,English,Geography,U.S. history,Science,Health,Music,Visual arts,Physical education",CCSS,anteIpsumPrimis.txt
37703239-3743-4670-a56d-33b5d7243195,Euell Lillgard,pass,1,"Patriotism and citizenship, substance abuse,Traffic safety (including bike safety),Fire safety,Arithmetic,Reading,Spelling,Writing,English,Geography,U.S. history,Science,Health,Music,Visual arts,Physical education",CCSS,
9eb7247d-a84d-4c54-952d-0d3594d5aaad,Perry Mustoo,pass,1,"Patriotism and citizenship, substance abuse,Traffic safety (including bike safety),Fire safety,Arithmetic,Reading,Spelling,Writing,English,Geography,U.S. history,Science,Health,Music,Visual arts,Physical education",CCSS,laciniaEget.txt
ec5db120-7daa-4e31-a57b-39c6378245cc,Wheeler Duncklee,pass,1,"Patriotism and citizenship, substance abuse,Traffic safety (including bike safety),Fire safety,Arithmetic,Reading,Spelling,Writing,English,Geography,U.S. history,Science,Health,Music,Visual arts,Physical education",CCSS,
d5999ffa-9340-47b0-adf5-1f6af959c045,Caril Ghidini,pass,1,"Patriotism and citizenship, substance abuse,Traffic safety (including bike safety),Fire safety,Arithmetic,Reading,Spelling,Writing,English,Geography,U.S. history,Science,Health,Music,Visual arts,Physical education",CCSS,in.txt
7927d2d5-53ac-4028-87f3-8cc6d48a3473,Obadiah Scogin,pass,1,"Patriotism and citizenship, substance abuse,Traffic safety (including bike safety),Fire safety,Arithmetic,Reading,Spelling,Writing,English,Geography,U.S. history,Science,Health,Music,Visual arts,Physical education",CCSS,accumsanTellus.txt
614467e0-7051-492c-996d-4e4e28c23850,Joanne Shirrell,pass,1,"Patriotism and citizenship, substance abuse,Traffic safety (including bike safety),Fire safety,Arithmetic,Reading,Spelling,Writing,English,Geography,U.S. history,Science,Health,Music,Visual arts,Physical education",CCSS,at.txt
c4e94967-206c-4032-851b-35e3b89f8763,Jobye Gellibrand,pass,1,"Patriotism and citizenship, substance abuse,Traffic safety (including bike safety),Fire safety,Arithmetic,Reading,Spelling,Writing,English,Geography,U.S. history,Science,Health,Music,Visual arts,Physical education",CCSS,ut.txt
57cbe1b8-9653-4891-add2-f24218b07c19,Henka Klinck,pass,1,"Patriotism and citizenship, substance abuse,Traffic safety (including bike safety),Fire safety,Arithmetic,Reading,Spelling,Writing,English,Geography,U.S. history,Science,Health,Music,Visual arts,Physical education",CCSS,
d832995d-4e1d-45fb-8287-46be8166219a,Wendell Lackie,pass,1,"Patriotism and citizenship, substance abuse,Traffic safety (including bike safety),Fire safety,Arithmetic,Reading,Spelling,Writing,English,Geography,U.S. history,Science,Health,Music,Visual arts,Physical education",CCSS,risusDapibusAugue.txt
df90df44-040a-4dbe-8130-6cd611ec31dd,Almeta Keddy,pass,1,"Patriotism and citizenship, substance abuse,Traffic safety (including bike safety),Fire safety,Arithmetic,Reading,Spelling,Writing,English,Geography,U.S. history,Science,Health,Music,Visual arts,Physical education",CCSS,velEnim.txt
55af875a-791f-419b-8964-2c54f68afe4a,Kippy Duval,pass,1,"Patriotism and citizenship, substance abuse,Traffic safety (including bike safety),Fire safety,Arithmetic,Reading,Spelling,Writing,English,Geography,U.S. history,Science,Health,Music,Visual arts,Physical education",CCSS,metus.txt
1d5695bc-d92b-479f-af8c-c6134a6c0352,Nils Mandifield,pass,1,"Patriotism and citizenship, substance abuse,Traffic safety (including bike safety),Fire safety,Arithmetic,Reading,Spelling,Writing,English,Geography,U.S. history,Science,Health,Music,Visual arts,Physical education",CCSS,vel.txt
93b6c833-158d-419b-8b11-9337210ae422,Scotti Blois,pass,1,"Patriotism and citizenship, substance abuse,Traffic safety (including bike safety),Fire safety,Arithmetic,Reading,Spelling,Writing,English,Geography,U.S. history,Science,Health,Music,Visual arts,Physical education",CCSS,suscipitA.txt
23cb270e-c8f7-4cad-86ad-faecb088bdc3,Jackquelin Armit,pass,1,"Patriotism and citizenship, substance abuse,Traffic safety (including bike safety),Fire safety,Arithmetic,Reading,Spelling,Writing,English,Geography,U.S. history,Science,Health,Music,Visual arts,Physical education",CCSS,inFelisEu.txt
f403ba62-71c2-4164-a9d7-2469c3beff29,Atlanta St. Ledger,pass,1,"Patriotism and citizenship, substance abuse,Traffic safety (including bike safety),Fire safety,Arithmetic,Reading,Spelling,Writing,English,Geography,U.S. history,Science,Health,Music,Visual arts,Physical education",CCSS,
4ffe8a89-e832-460f-9fc9-0f6edc642b28,Baillie Lidden,pass,1,"Patriotism and citizenship, substance abuse,Traffic safety (including bike safety),Fire safety,Arithmetic,Reading,Spelling,Writing,English,Geography,U.S. history,Science,Health,Music,Visual arts,Physical education",CCSS,
320076b1-8e68-4373-ade5-3601f88aceee,Jerald Cowgill,pass,1,"Patriotism and citizenship, substance abuse,Traffic safety (including bike safety),Fire safety,Arithmetic,Reading,Spelling,Writing,English,Geography,U.S. history,Science,Health,Music,Visual arts,Physical education",CCSS,
1e467368-1f85-4a51-a823-557348bb7335,James Licciardiello,pass,1,"Patriotism and citizenship, substance abuse,Traffic safety (including bike safety),Fire safety,Arithmetic,Reading,Spelling,Writing,English,Geography,U.S. history,Science,Health,Music,Visual arts,Physical education",CCSS,acDiam.txt
5f50be2d-4830-49d7-8726-b37977dd5119,Patten Cluse,pass,1,"Patriotism and citizenship, substance abuse,Traffic safety (including bike safety),Fire safety,Arithmetic,Reading,Spelling,Writing,English,Geography,U.S. history,Science,Health,Music,Visual arts,Physical education",CCSS,nunc.txt
c9351655-f73f-4f43-a14c-f19ef4b4123b,Andrei Lantoph,pass,1,"Patriotism and citizenship, substance abuse,Traffic safety (including bike safety),Fire safety,Arithmetic,Reading,Spelling,Writing,English,Geography,U.S. history,Science,Health,Music,Visual arts,Physical education",CCSS,velitDonec.txt
23999895-f721-4020-aa45-28a4cc055da1,Florencia Spikings,pass,1,"Patriotism and citizenship, substance abuse,Traffic safety (including bike safety),Fire safety,Arithmetic,Reading,Spelling,Writing,English,Geography,U.S. history,Science,Health,Music,Visual arts,Physical education",CCSS,curabiturInLibero.txt
762f0f48-e0ea-4303-b5e8-94e3b32394bf,Paco Burrill,pass,1,"Patriotism and citizenship, substance abuse,Traffic safety (including bike safety),Fire safety,Arithmetic,Reading,Spelling,Writing,English,Geography,U.S. history,Science,Health,Music,Visual arts,Physical education",CCSS,inLeo.txt
e20cbe4c-2b36-4c10-9b4e-83db698c297d,Dannel MacCrosson,pass,1,"Patriotism and citizenship, substance abuse,Traffic safety (including bike safety),Fire safety,Arithmetic,Reading,Spelling,Writing,English,Geography,U.S. history,Science,Health,Music,Visual arts,Physical education",CCSS,varius.txt
48ebea1d-f00a-4142-b891-9089d64478d8,Nevile Courtese,pass,1,"Patriotism and citizenship, substance abuse,Traffic safety (including bike safety),Fire safety,Arithmetic,Reading,Spelling,Writing,English,Geography,U.S. history,Science,Health,Music,Visual arts,Physical education",CCSS,suspendissePotentiNullam.txt
9d7d0ff1-f66f-4dc9-b56c-cb1b0e098e4a,Magdaia Yaus,pass,1,"Patriotism and citizenship, substance abuse,Traffic safety (including bike safety),Fire safety,Arithmetic,Reading,Spelling,Writing,English,Geography,U.S. history,Science,Health,Music,Visual arts,Physical education",CCSS,ametNullaQuisque.txt
9e013459-693d-40ef-870d-720900a713c0,Chrystel Baelde,pass,1,"Patriotism and citizenship, substance abuse,Traffic safety (including bike safety),Fire safety,Arithmetic,Reading,Spelling,Writing,English,Geography,U.S. history,Science,Health,Music,Visual arts,Physical education",CCSS,
68823653-430b-403c-acb2-daf0f7dac95a,Mada Yurocjkin,pass,1,"Patriotism and citizenship, substance abuse,Traffic safety (including bike safety),Fire safety,Arithmetic,Reading,Spelling,Writing,English,Geography,U.S. history,Science,Health,Music,Visual arts,Physical education",CCSS,pedePosuere.txt
db56a640-90b8-4d5c-90f9-8e0f03045595,Garrott Leif,pass,1,"Patriotism and citizenship, substance abuse,Traffic safety (including bike safety),Fire safety,Arithmetic,Reading,Spelling,Writing,English,Geography,U.S. history,Science,Health,Music,Visual arts,Physical education",CCSS,congue.txt
568ded0c-033b-4e82-802f-2c4353ff60e1,Jacqueline Ewestace,pass,1,"Patriotism and citizenship, substance abuse,Traffic safety (including bike safety),Fire safety,Arithmetic,Reading,Spelling,Writing,English,Geography,U.S. history,Science,Health,Music,Visual arts,Physical education",CCSS,dolorSit.txt
100dc1a9-debe-4fef-bbfa-f9b3503b10c9,Chris Fawson,pass,1,"Patriotism and citizenship, substance abuse,Traffic safety (including bike safety),Fire safety,Arithmetic,Reading,Spelling,Writing,English,Geography,U.S. history,Science,Health,Music,Visual arts,Physical education",CCSS,
edf0d681-6bcf-41df-9b43-5c2bd9441e9b,Pennie Gniewosz,pass,1,"Patriotism and citizenship, substance abuse,Traffic safety (including bike safety),Fire safety,Arithmetic,Reading,Spelling,Writing,English,Geography,U.S. history,Science,Health,Music,Visual arts,Physical education",CCSS,duis.txt
9fb541a8-d80a-4707-9e9e-835c503d15d3,Harlan Mayho,pass,1,"Patriotism and citizenship, substance abuse,Traffic safety (including bike safety),Fire safety,Arithmetic,Reading,Spelling,Writing,English,Geography,U.S. history,Science,Health,Music,Visual arts,Physical education",CCSS,aliquetMassa.txt
c4899c57-b392-48c7-b962-e2c779eae56f,Yulma Stut,pass,1,"Patriotism and citizenship, substance abuse,Traffic safety (including bike safety),Fire safety,Arithmetic,Reading,Spelling,Writing,English,Geography,U.S. history,Science,Health,Music,Visual arts,Physical education",CCSS,iaculis.txt
d403f732-eaf9-45e4-91c7-02dba85a8a58,Bary Galer,pass,1,"Patriotism and citizenship, substance abuse,Traffic safety (including bike safety),Fire safety,Arithmetic,Reading,Spelling,Writing,English,Geography,U.S. history,Science,Health,Music,Visual arts,Physical education",CCSS,
913df079-6dbb-4d62-8376-319320d18390,Riki Laver,pass,1,"Patriotism and citizenship, substance abuse,Traffic safety (including bike safety),Fire safety,Arithmetic,Reading,Spelling,Writing,English,Geography,U.S. history,Science,Health,Music,Visual arts,Physical education",CCSS,
207690ad-87a6-4ded-8cf4-70795b27b340,Alvinia Filasov,pass,1,"Patriotism and citizenship, substance abuse,Traffic safety (including bike safety),Fire safety,Arithmetic,Reading,Spelling,Writing,English,Geography,U.S. history,Science,Health,Music,Visual arts,Physical education",CCSS,lectusSuspendisse.txt
426a076f-1905-45cd-bad1-4915ddb6863b,Fonzie Marcinkus,pass,10,"Patriotism and citizenship, substance abuse,Traffic safety (including bike safety),Fire safety,Mathematics (2 credits),English (4 credits),Social studies, including American history, participation in government, and economics (4 credits),American History,Government,Economics,Science (2 credits),Art or music (1 credit),Health (½ credit),Physical education (2 credits),Electives (3 credits),",CCSS,suspendissePotentiNullam.txt
c37bf50c-a5d6-49f4-8a12-e85d4ddec4cf,Willy Zettler,pass,10,"Patriotism and citizenship, substance abuse,Traffic safety (including bike safety),Fire safety,Mathematics (2 credits),English (4 credits),Social studies, including American history, participation in government, and economics (4 credits),American History,Government,Economics,Science (2 credits),Art or music (1 credit),Health (½ credit),Physical education (2 credits),Electives (3 credits),",CCSS,euTinciduntIn.txt
